etichetă_joc,total_încercări,cuvânt_găsit,secvență_încercări
8916,9,REFLEXIVISM,A E X C R F I S M
8917,9,ENTOMOLOGIA,A N E C I P O M G
8918,15,PIVOTAȚII,B C D S V N L M P E G T R O Ț
8919,12,LINOU,B O V C R F J L T S Z N
8920,18,OBTINUT,A C L M B G R Z N D F Ă P S E Ț O T
8921,12,MORFEMATICĂ,C O N D E I A V R Ă U M
8922,8,BACÂIÂUL,A E R B M Â I L
8923,12,EFUZIUNI,A D F E B C M Ț G V U Z
8924,8,CONTUBERNIU,C O T U B E A I
8925,7,DECEMVRIE,B E U D V R I
8926,2,GARF,A R
8927,11,PLURIDISCIPLINARITĂȚII,L U R I S C N A T Ă Ț
8928,2,ȚOLUȚ,O U
8929,9,VERSE,C D J R B Z G T S
8930,8,RENUMITOR,A M U L E N T O
8931,15,DUBĂLĂRIE,A B H Z C T U D O L S V M E Ă
8932,21,ÎMPLINESC,A D U F G R O V B L N Ă T H I S Â M Z Î P
8933,6,MANDATARIATE,M N D R I E
8934,7,DACO-ROMANĂ,A C O L R M N
8935,5,REGLEZ,D V Z G R
8936,18,VASECTOMIA,A B C U F G L N R S E D I P Â Ă V M
8937,2,COBOR,B R
8938,16,SUSTRACȚIUNI,A B S C I Z E O N U L P Ă G M Ț
8939,9,POCITANIILE,A C H N T P E Ț O
8940,12,RADIOCOMENZI,D I Ț T C L O M E F N Z
8941,2,ASTA-I,A I
8942,8,TRANÂE,B I L C E T N Â
8943,9,COMPOZIȚIONALI,C O M P E Z Ț N L
8944,14,FOREZII,B C G E R D L M P T J Ă F Z
8945,11,CASTRONAÂE,A C H L N I S T E D Â
8946,4,NEPERECHE,N P R H
8947,7,ÂORIC,B R I D F M Â
8948,15,MUNTENEASCĂ,A D R B O C H L N T Ă Â G M U
8949,8,CONDUCTOMETRUL,C O N D T M E L
8950,11,HIDRAULICIENI,A R O I M E P C N U L
8951,11,URANINIT,C E M N D Â B R O A T
8952,5,MENINGE,J R M I G
8953,16,PREȚURI,A O E C U M F G S I Z D N Ă V Ț
8954,8,FLUORIZĂRII,F L R E H I Z Ă
8955,9,DESĂVÂRÂEA,B D R I Î S Ă Â A
8956,19,ÎNSE,A B C D F O Â I L M Ă P U R T N V Z Î
8957,19,MURĂTURI,A C O R U F L Ă P S E Ț B N D V G H M
8958,14,OBIECTUAL,A D F R B C G O N S V E T L
8959,18,FUNGIVORĂ,A C T D I N Ț S E O V P U B L G Â Ă
8960,10,HĂTMĂNIEI,B Â C R F H I N T M
8961,9,CRIPTOFTALMIE,C R P O F A L M E
8962,9,CONCEPTIÂTI,O N E R P I S Ă Â
8963,10,FOTOLIU,B A Â C R I F L M U
8964,11,RĂSUREI,A M T E D P S O U L Ă
8965,9,OBEDIENTĂ,A N O R U E D I Ă
8966,8,ACOSTABILĂ,A C O S I L E Ă
8967,10,SIMBRIOT,A N B T D I E C S M
8968,9,GLORIOLEI,A F P Ă O I B G E
8969,7,NĂTÂNGESC,S I Ă T Â G C
8970,12,URECHELII,A F X R V N Ț U H L Ă I
8971,3,MAMA-GAIA,B M I
8972,9,BORDĂRII,A I P L O C N R D
8973,18,CELSIT,A C O L P Z B R Â E U M N D F G H S
8974,7,INSONORIZANȚI,N E O R Z A Ț
8975,7,HETEROMORFII,C H T R O F I
8976,11,CAUTERIZARE,B C R E L M P X U I Z
8977,5,ÎNHAP,M N C H P
8978,3,FURNIRUIRI,U N I
8979,9,DIALOGARE,A L T E B G I S R
8980,6,BAROSTAT,A L T R U O
8981,10,GADOLONIT,A B N L U C E G O T
8982,14,LACTAZE,A B U G M N P D O C L F H T
8983,6,MOTOTRICICLETE,M O R I L E
8984,14,PERMITEA,B C R Z D J M O I S F A N P
8985,11,SEMICILINDRI,A D E O H P S I L N R
8986,12,MÂNĂSTIOAREI,A L B F M Â N S I O R E
8987,13,POSEDATE,A B G L N P R C D I M O S
8988,10,OSEBIRII,A E C I G N T O M B
8989,12,COBELI,A B U F N E G Ă H I M O
8990,14,HIDROPICOASE,C R I M B E D N G U Ă H O P
8991,8,CERBOAICE,A B U D P E O I
8992,6,ACEFALIA,A D E M F L
8993,13,CAMBIU,B L N J O U Ă D R Â F I M
8994,7,ÎNHĂMA,M B P N C H A
8995,8,FLUTURĂTOR,A F L U I Î T O
8996,9,OBLEȚI,A L E O C N Z U Ț
8997,20,ÂALAZION,B L D N E T R C M U P S Z Ă G H O V F Â
8998,10,BIATOMICI,A C E N O I Ă G P B
8999,6,SUBSTITUȚII,U B A I N Ț
9000,15,GROPĂRESE,E D C Z F I N R A M S P T L Ă
9001,13,HOLOPARAZIȚI,A N T B C E F H O L R Z Ț
9002,6,ZAHEREAUA,A C D R E Z
9003,8,CONSCRIPȚII,A C O E S R P Ț
9004,14,SIDERURGII,B F H P L M T O R C S D E U
9005,10,ANALFABETISMULUI,A B O N F E T I S M
9006,11,POLIGONAȚIEI,A T R E Â D P O L G Ț
9007,14,AUTOGREFĂ,A C L N P O S U T G E I D Ă
9008,5,EDEMATOS,D M A T S
9009,6,ABACTERIENE,A C T E R N
9010,18,VELUREAZĂ,B D V E S N M U P C O T Ă H I Ț L Z
9011,7,ISPITEA,C D I E S V P
9012,6,DECELERAȚIA,A E L R Ț D
9013,7,NEÂNDOIOS,L N E Î Â D S
9014,7,TÂRCÂI,B H P Ț R I T
9015,21,ȚÂÂNEASCĂ,B D G L I Ă M S C R P O T U Â N H J Z V Ț
9016,13,ANALITISM,B T I C R F G M E L Z O S
9017,4,ANABATICI,N B T I
9018,3,TIVEÂTE,I E Â
9019,8,MĂGĂOI,B I E R U T M O
9020,9,DULBINĂ,A B C I O Ă Ț D U
9021,8,GUVERNĂ-MÂNT,V E R N Ă M Â T
9022,10,DEMOLIȚIUNI,A C D O L R E Ț U N
9023,8,VENENIPARĂ,C F I A Ă V E P
9024,11,SCAPEȚI,I E L U O S B N D P Ț
9025,9,ANȚĂ,A I C F G M P Â N
9026,3,JIGGER,I E R
9027,5,MILLERIT,A T R I L
9028,4,ARABIZĂRII,B I Z Ă
9029,17,ÎNCARTIRUIRE,A G N O C H D T L P V M Ț R U S Î
9030,12,DESPERSONALIZA,C O M R Ț D E S N A L I
9031,16,PROMISEI,A B H I V C Ă D F G N O T P E M
9032,15,GLORIOS,A L B N R D E U H M O F T Ț S
9033,7,CONVECTORI,M N V E T R I
9034,15,OPRESANTĂ,A B C O M D F G T P I U E S Ă
9035,14,LACTOMETRE,A B G N T X C I D F H L M R
9036,6,CINEPROIECȚIE,C I N P O Ț
9037,5,CEAÂCĂ,A P R Â Ă
9038,9,PICIOROG,B C H P N Ț G L I
9039,10,COMANDITARUL,A R E C O N D I T L
9040,5,ZARZACHIE,A R C H E
9041,15,PONDERABIL,B I O R M C J S D E G V P T L
9042,13,SUGRUMAT,A G E C D X T U L Z P N S
9043,10,CONSIMȚITĂ,A S T R O P N I M Ă
9044,7,AUTOMUTILEZ,A T O M L E Z
9045,13,CIORĂPĂRIILE,B C O T U D F H P A R Ă E
9046,7,MONOFLORĂ,H N C F L R Ă
9047,13,LAMINA,A D S Â C O E Ă Ț T N H L
9048,18,PARAMETRII,A B F P N U C T J E Ă Â Ț G H S D M
9049,9,DEMARCAȚIONAL,D E M R C Ț I N L
9050,14,REFOLOSIBIL,A E R O M N D S U C P V F L
9051,7,ÎNVREDNICI,L N R D I C Î
9052,8,XENOGENEZĂ,C F X O G Z A Ă
9053,13,POINOFOBIEI,A L N M B O G S R C H P F
9054,12,METOCAR,N A D C T I G Â L U O R
9055,11,CODĂRII,A R M B S U C L E O D
9056,7,CRIMINALIZARE,C M N A L Z E
9057,16,COMPETENȚĂ,A B U E L I P D N T Ț O V R S Ă
9058,4,HAVALEA,C V H E
9059,8,VEZICII,C D L F M R V Z
9060,0,AI,
9061,12,EXPLOATĂRII,A P R C N L I T U G X Ă
9062,6,NIMICIRI,B C P T N M
9063,9,ȚIVLITOARE,A P I N V L T R E
9064,11,FREMĂTOASE,A L C F I O R Z M T S
9065,9,CONFORMATEUR,C O F E Ț M A T U
9066,13,MEGALIȚILOR,A C M B V G U I N T E Ț R
9067,20,PĂSTAIE,B O R C I L T U F Â G J D M N P Ț H Ă S
9068,9,ORTICONOSCOP,A F H O T I N S P
9069,6,HIDROCHIMIC,C O V H D M
9070,5,OCHI-MORT,O H I M T
9071,16,DISCOPATIEI,C N E B L R O M Ț T I Ă F S U P
9072,9,CORURI,B O I D G P T Z C
9073,14,NICOTINĂ,A L N I R B O U D E H M Ț T
9074,11,SAID,B R U C D H L M O P S
9075,7,LINIE-FERATĂ,L I N F R A T
9076,21,CÂRJEI,A B O D M F H L Â P R E Ă N U T G V Z Ț J
9077,12,YEMENITE,B D S F N L R C V M I Y
9078,6,SPORIRII,A G O F S P
9079,5,PÂRÂTURII,P R O U I
9080,17,DEMISIONEAZĂ,C D B P R L O I Z Ă V F S U N T M
9081,5,FILEU,A E D F I
9082,2,ANGAJA,A N
9083,11,DEBUCLA,C Ț M R S B I V D E L
9084,15,DISERTAȚIA,A B L M O I F C D E P T N Z S
9085,8,TERMINOLOGIILE,M A T E R N O L
9086,13,CITATĂ,A B U I F N P R S V E Â T
9087,14,TAVAN,B N L M J R K Â I Z P S F V
9088,13,PATERIȚĂ,A B D I E C Ă N U M S P T
9089,9,MILENIUL,B D F S C M E N U
9090,7,TRANZITORIU,A I E N Z O U
9091,13,SLAVOFOB,B I R M C G E N S F V Â O
9092,11,FLER,A M C V F I O P S Z L
9093,11,INATACABIL,H M P O R N A C U L T
9094,18,INTRAROÂU,C V Q S A T P U B Ă L O F D E R M Â
9095,5,ÂTĂNGI,A I N Ă Â
9096,10,MIGDALULUI,A M I O C N S B G L
9097,17,FILARMON,A U B N V C T D R F Z M Ț S H E L
9098,11,ÂENILA,R B L D T C O N U I Â
9099,9,OLIGOFRENOPEDAGOGIE,L I G F E N P D A
9100,5,ELUVIUNII,A L U V E
9101,15,CONCLUZII,A E R I T O D P S L M Ț Ă U Z
9102,10,VALERIANIC,F S T P V L E R N C
9103,8,ZOOLITICI,A P O Z V N L C
9104,19,NĂMETENIA,B D R E Ț L N G C M Â H S T P U Z V A
9105,12,RAVISANȚI,B C P V T L M N G Ț R S
9106,4,MENDELIEN,M D L I
9107,3,CIB,A O I
9108,10,DIASTOLE,A F R T I N E B S O
9109,13,CONFIRMAȚIE,B C T R O M G U N L F Ț I
9110,4,BUZĂ,A B E Ă
9111,17,GROZAVII,B D R N Ț L G M T I C E V P S Â Z
9112,6,ASTERISC,A C T I M R
9113,8,EVALUEZ,L G M P T V U Z
9114,16,ECOSONDĂ,A R T V H I N P Ă L O G F M S D
9115,15,ENUNȚÂND,B L R C M D A O G N I Ț T S Â
9116,10,STRIVITOARE,A B U E R O I P Â V
9117,17,OGIVEI,A M N X Z B C H L P R Ț D F O G V
9118,6,HIDROCHIMIC,H R A O C M
9119,12,MAGAZINULUI,C N D T Â J M G Z I E U
9120,10,ÎNCURAJĂRII,A T Î V C U R E Ă I
9121,14,EXTORCARE,P C T D N Z S M U X R I G A
9122,8,KAZAHI,A B J E U H M Z
9123,11,DEBITEZE,A L M R I O U C E D Z
9124,6,DEMONTĂM,D R O N T Ă
9125,12,MADLENĂ,A R B I C H E M G L T Ă
9126,10,PRIMOGENITURII,C P M N Â O G E T U
9127,7,ANUNȚĂRI,A U R E T Ă I
9128,12,ILUZIONIST,A C Ț I N E L Â O S M T
9129,3,PAUPER,A E R
9130,10,MEDIOCRITĂȚII,A M E O C R Z T Ă Ț
9131,10,POLICRISTALIN,C E D P O I R S T N
9132,15,FLEACURILOR,C V B I O S D N E Z H P F L R
9133,9,CUMULATE,A G C I L Ă Ț E M
9134,7,LĂCĂTUÂĂRIEI,L C T Â R I E
9135,13,RIZIC,B P D F Â L M N R V T S Z
9136,8,ADENOFIBROAME,D E N F I B R M
9137,8,INFUZĂ,A M N C F U E Ă
9138,4,CNOCAUTA,N O U T
9139,20,GRABNICĂ,A B E H N J M V S Z O C I L P F T Â D G
9140,3,FAÂA,N T Â
9141,11,VITEZELE,A L Ț N C O I R P V Z
9142,8,HĂȚIÂURILE,C H Ă Â U R L E
9143,7,SUBORBITARI,R E S U O I A
9144,18,REBUSISTICĂ,A B H D R L O M N P G T F X S C U Ă
9145,7,ADVERSITATE,A C D E S T I
9146,6,CLEIDECTOMIE,C L I D O M
9147,15,ASCUNZÂND,A C P Ț M S U L E I R T Î N Z
9148,8,BALSAMIU,B A S T Ă C M I
9149,7,ZIMNICEANĂ,A R M N C E Ă
9150,12,LOGOFEȚII,A L O M C F U E Ă R H Ț
9151,5,NASICORNI,A S I C R
9152,10,SOCIALISTORIC,C A H L N S R U V I
9153,6,VITALISTĂ,E I A L S Ă
9154,7,SÂNGERÂNZI,C S Â G E R I
9155,11,FOTOCROMIEI,A G L M F B U T E O C
9156,8,FREZ,A I L T Â O R Z
9157,9,TENSIUNILE,D S T U R B N C L
9158,13,LIVRARE,A B D I U Z C P G L Ă S V
9159,7,ARȚ,D F I M S Z Ț
9160,6,CAROSABIL,S R I C O L
9161,10,HĂITEIE,A I Â L N R E O U Ă
9162,14,IRELIGIOZITĂȚII,B C I S T A P L G F E Z Ă Ț
9163,5,PLAN-TE,R L A N T
9164,5,DECAR,I L R C E
9165,19,EPRUVETĂ,A D Ă G L S P C E J M O R Z B N I Î V
9166,18,DERULA,B C M N R G E D F Â O P V S T Î Ă U
9167,8,ANALIZABILĂ,A F L Z B E T Ă
9168,6,CUIBARE,B O C I U E
9169,15,INSOLEAZĂ,A C R D Ă G T I M E L Î Â S Z
9170,7,FITOCHIMIA,C N T O H M F
9171,14,URASCĂ,M A G N I E T B C O S D Z Ă
9172,15,MUTILANȚI,A G L Ț O X E H N R Ă J U S T
9173,7,FALNIC,A B L I S E N
9174,9,BIOAMPLIFICATOR,B O A M P L F T R
9175,1,COCOÂ,O
9176,13,AMENZII,B R C N D O E Ă M Ț T L Z
9177,13,ADORĂ,O S T E M P R U C N I G Ă
9178,5,LINIAMENT,L A M E T
9179,11,VĂTMĂNIȚĂ,C G L M R B T P V N Ț
9180,14,CENOTIP,B D V G I T A C O U L M R P
9181,12,INFAMATOR,D C O X E I L N H F M R
9182,11,BULHAC,B C E I S M Â R D L A
9183,6,ANEMOTROAPE,A N E M T P
9184,10,CLEPSIDRE,A D O B C L R E Z S
9185,6,REEXAMINEZE,R X A I N Z
9186,3,BOMBĂ,A Ă M
9187,12,FIÂEI,A C L T N D M R S I Z Â
9188,3,BOȚOGI,B G I
9189,8,SELECTROANE,C R Ă L T O A N
9190,7,TECTOGENĂ,A E C O G I Ă
9191,16,FILMOGRAFE,A C B Â S Z T E P R H I Ă F M G
9192,13,SITICĂ,B Ă V D O F Z H L M T R S
9193,21,VENERICĂ,A C T E U L M N O S B Ț Ă D F X G H Z P V
9194,8,AUTOMACARAGII,A C R P U T M I
9195,15,COMISARII,A B C T P O N D V F Ă L M E S
9196,16,SECTA,I A M C O U D Ă J B N L R G V T
9197,18,GOGREN,A C D I J M B O Z U P H L F T V N G
9198,7,STĂTUSEÂI,C S A Ă U Â I
9199,6,DIRECTIVELE,D I C T V L
9200,18,GRAVELIT,B G R I N M O C D P X F Z L T S Â V
9201,14,PRONUNȚA,A T N Ă B C Ț E F G I O L P
9202,11,INTRICAȚIE,M B P L N A Ț D T R E
9203,18,PRIBEAGĂ,A D C E Â M N S V B O L P T F G U Ă
9204,6,GEAMIA,C D F I E G
9205,8,VIOAREI,A B C O N E Z R
9206,6,NECĂSNICIE,A B E C N Ă
9207,20,POLENIC,A B S Ț C H M Â R D I F T Ă O X G J L P
9208,8,CORUNCĂ,A E O I N P U Ă
9209,7,TRANZACȚIONA,T R Z C Ț I O
9210,11,ÎNGENUNCHEAȚI,M Î N E U C A Z T Ț I
9211,14,NEGUSTORII,A T R L E B C D G S O Ă Â I
9212,7,RĂZMERIȚEI,G M R L Z I Ț
9213,12,LECUIESC,C A L D R G J P N I T S
9214,6,MULATRU,C I M A T R
9215,16,SINĂIANĂ,C H R N E L U V M F Ț A O T B Ă
9216,8,PERFORMEREI,A C E I U F O M
9217,6,AGITATORICĂ,A G T O R C
9218,6,CACIURI,D Â I U L R
9219,5,GRĂMĂDEA,R M D E A
9220,20,MÂȚUȚĂ,A D G L N R V S B E I O Ț C Z P T Â H M
9221,14,MUSCATĂ,A B U L O D R Ă Ț I F E M T
9222,3,LAPSANA,L P N
9223,12,PNEUMATOZE,A D L C I E N T Z Ă P U
9224,14,UNELTITORI,A C D O T I S G H P U M R L
9225,10,TUBERCULAȚI,M S T B E R C L A I
9226,8,DECANTAȚIILE,A E N T U D Ț I
9227,7,SERNIPLANUL,S E R I P A U
9228,15,MAREȚIA,B R O C N Z F G S L M H E T Ț
9229,10,CONTEMPLAȚIEI,A G C O N T M P Ț I
9230,12,POTROACĂ,A O D L N I E F Ă U P T
9231,14,TERMOGENI,A L U D E O H R I N S C Ă G
9232,6,HIDROPEDEZE,H I R O P E
9233,13,NAFTIL,B C E R D G F U Â I S T L
9234,9,COSTALGIA,C N T M L B S G I
9235,11,ÎNDĂRĂTNICE,A C U D E P S Î N R I
9236,9,STOLNEI,A L I R Ă O P S N
9237,7,VĂTĂMĂTORI,T M N U O R I
9238,4,CLOVNII,C L O N
9239,8,AEROPORTUAR,A C E R Â M T U
9240,15,BRONZEZ,A C O N Â V Ț E G I J D Ă H Z
9241,9,GREOAIE,A B L E R N Ă M O
9242,14,SILICAT,B L U D F R N M P T E S V A
9243,10,CORTICOIDE,A R C H B O I P V T
9244,7,WEISMANNISTĂ,E I S M A T Ă
9245,18,ULCERAȚII,A B D L O S E C X H M N P Ă T V U Ț
9246,6,BUGETAR,A L B U E T
9247,14,BALCANISME,B L C I D O S T R U Ă P M E
9248,10,SFAÂCĂ,A R E I Ă L P V F S
9249,16,DEMERITE,A I Â R Ă O E B F L N P S V Z M
9250,8,REUNIND,D Z L S O R U I
9251,13,REZOLUȚIA,C D I O S V E M U Z Ț F L
9252,14,CONSIDERABILĂ,A N D T H O M S E R B L Ț Ă
9253,7,MITOLOGIEI,A C O L G E T
9254,17,VERNA,B Z C D R Y L P O S M T Ă I G A V
9255,19,SIREC,A G U L B M Â T C Z D O V F I N P Ă S
9256,17,ÎNSCRIEȚI,A D N U B L Ă C O E S P F T Î G I
9257,4,DESCOJESC,D E C O
9258,9,INSCRIPTIBILĂ,N S C R P B L E Ă
9259,11,GEOMETRULUI,O C N M A T R I Z U L
9260,15,PERIODONTITE,B D L X F G M N A P I C S R O
9261,8,DENEGAȚIE,D C L G N R A I
9262,10,ARGOTICĂ,B Ț E I O G N C R T
9263,17,VELINȚE,A P T B S Ă Ț O U Â E C D F I R V
9264,14,MORVEI,B C E I Â L N P S U T D O M
9265,2,CADĂ,A D
9266,16,CONCUREAZĂ,B E C D N T U I L P S R Z F G O
9267,18,PELICANOL,A R B L I O S D T F M N G Ă X Ț H P
9268,7,ÎMBOGĂȚIȚII,B O D Î M Ă Ț
9269,19,ELONGATĂ,B O Â C H L U S D F G R N Ț I X T Z Ă
9270,9,ORBICULAE,A R E B S P U L I
9271,10,AMBIVALENȚI,C D F M B V L E N Ț
9272,12,PIEPTĂNĂTURII,B C F H R U D O P E T Ă
9273,12,TRANSFUZIONISTE,R D I Ț N S F U Z O Â E
9274,6,NEINUNDABILE,I U D A B L
9275,14,SUMEȚI,A F I L Â C H M Ă N Ț O P U
9276,17,SFREDELEA,A B M O N T X C Ă H Â R D E U Ț F
9277,13,RULETĂ,A I Ț U E G S D T X O Z Ă
9278,12,PNEUMATOLIZEI,B C D E A L I P N U M T
9279,6,VEXILOLOGICI,E X I O G C
9280,12,SOMIEREI,B L T M A Ă N D S C E I
9281,15,BRÂNZĂ,A L M N T B O C E G I R P U Â
9282,18,ZĂPRETESC,A M E S Ț C I D N Â Ă V U Î O X T Z
9283,6,RECEPARE,C L G P T A
9284,12,PATIBARURI,A N E U O C M R Ă L P I
9285,6,ULTRAELEGANT,U R A E G N
9286,10,ÂAGĂ,D G H P R U I L S Ă
9287,7,GAZONAȚI,B I L O N Ț G
9288,12,SCHIZOGONIEI,A M N T E Z L U S C H G
9289,5,COSINUSUL,C O I N U
9290,11,ISTORLALTE,A C L R N I O B U Z S
9291,10,DOZIMETRII,E C J S N O Z M T R
9292,15,URGENȚELE,A H O C G I T E Z U D S Ț Ă L
9293,11,ONOMATOMANII,A D M P C O E F H R N
9294,2,LUPLĂ,U Ă
9295,6,GHIOLD,O N I M G H
9296,6,EMINENȚĂ,M I T Ț A Ă
9297,15,SCUMPIA,A L S E D G O P Ț J Ă R H U C
9298,11,BLEÂTI,A C D F G I P L R B Â
9299,13,ATROFIAZĂ,L B R E C N O M P T Ă F Z
9300,7,ETICHETARE,M P T C H A R
9301,14,SANITARĂ,A B O C U G L I F T P H N Ă
9302,14,CORPUS,A M R E Ă Ț H I U T O L Â S
9303,16,ÎNFOFOLEASCĂ,A B N T C P D G M E I Z Î O S F
9304,20,SÂMZIANĂ,B C O U D Z L E V N T G I R X H S P M Â
9305,15,SEMICONSERVĂ,A C L D M B N T F E S P O R V
9306,9,CINODROMURI,A F R O N I S C U
9307,9,PLAÂCĂ,A G N P Ă U K T Â
9308,6,STRIGOII,A P S T R O
9309,14,TASMALE,B T I C U Z F H E P R S N M
9310,12,POTCOVARULUI,U T O E X F B P C R L I
9311,7,CODOMINANȚI,A C R O D N Ț
9312,7,INVIZIBILITATE,N V Z B L T E
9313,9,ȚUGUITURII,B D J T R Â S Ț G
9314,1,PIRPIRII,R
9315,6,AGONISELI,A O N S E L
9316,10,PERIODIC,A C O N E B P T F I
9317,12,IGIENIZARE,B R H C T L E I O Z D G
9318,8,IRAMBURSABILE,C I A B U S L E
9319,7,INTERMINISTERIAL,I N T E S A L
9320,17,DUZINĂ,A C E T F L N Ă U V O M R S P Â Z
9321,3,FOTOEFECTE,F O C
9322,13,SATLUNGENCE,B N D C L M I S T R Ț G E
9323,4,PURPUREUS,C P R S
9324,6,EVONYMUS,E V O N M S
9325,7,INHALAȚIE,A I D L T Ț E
9326,10,DASIUR,A I T C D E M P Z U
9327,10,HIALOGRAFULUI,B C H T A O G R F U
9328,11,ESTIMABILĂ,A L E R N C D S I M Ă
9329,6,INFRAC-TOR,I N A C T O
9330,14,ZGHILȚUI,A C R E V N P G L Ț O S Z U
9331,4,MULI,I F A L
9332,12,AMENINȚĂTOARE,B C M E L U N Ț Ă T O R
9333,12,SCOATERI,A B C N D M P S I L R E
9334,14,PUBLICAȚIEI,A R L T N I S Ț Z C O Ă U B
9335,11,MUZICOGRAFICI,F O T L M N U Z I G R
9336,18,SURVOLARE,A C I D U M B N S J O Ț T R P Z Ă V
9337,12,DEVOȚIUNEA,B S D E V R C O P Ț I U
9338,4,BACILAR,B C L R
9339,5,INDISPU-NE,I S P U E
9340,3,INDIGO,I D O
9341,7,FOTOSENSIBIL,F T S E N I L
9342,8,ÎM-PROSPĂTARE,Î P R O S Ă T E
9343,15,DEZLĂNȚUITĂ,B C D E A G M R I N U S L Ț Ă
9344,2,INFINIȚI,N F
9345,16,SPUNERI,A B C D L N E I Ț M F G Ă O P S
9346,4,OGRĂZI,O R Ă I
9347,11,BRODEALĂ,A B O N D U P V L F R
9348,1,ORORI,I
9349,11,ÎNNĂMOLESC,A B I O Ă N E S T Î L
9350,7,ERGOTINEI,A B G O T I N
9351,12,AȚOS,B D N P Ă X E I U L Ț O
9352,13,ȚARĂ,B D I Ă C U F G H L M T Ț
9353,16,FASCISTE,A B O C R F L P S Z M H N U D T
9354,11,RĂSCUMPĂRABILI,D I C P L N R Ă U M A
9355,13,TRAFICHEZ,A E R N D M O T I V S F Z
9356,9,DEFECTIV,B D F A T U J I V
9357,9,CORESPONDENTUL,C O R E P D T U L
9358,8,ETNOCULTURALI,N T I C O E U R
9359,19,FĂLCARIȚEI,B T Â C U P R N J M D Z O S L A Ț E F
9360,19,ÂERIN,A Z O B C I T G N F V H J M S P L X Â
9361,7,SFIGMOGRAFICI,S I M O R A C
9362,6,TOHOARCĂ,C R T E A Ă
9363,6,OXIFONIEI,A E P O X N
9364,10,GALVANOSTEREOTIPIE,G A L V N O S T E R
9365,4,DESAGREGER,D S A R
9366,9,SIMPLIFICAREA,P E T S M L C A R
9367,6,FATALE,B C N T E F
9368,10,IMPROVIZAȚIUNE,I M P R O Z A Ț U E
9369,10,CENTRIFUGALI,C A L O E N T R I G
9370,13,ELVEȚIENEI,A B F G S T C E Ă D L V I
9371,16,VELOCE,A D S F R G H M P U B I T V L O
9372,14,ÎNTINS,A D G F O U Î C V Â E T Ț S
9373,10,PUTREFIABILI,E S R A F N U T B L
9374,18,GALVANIC,A B E T C N U R O Ă X F G P Ț S H V
9375,5,XILOTIPIE,L O T P E
9376,10,EXTREMITĂȚII,B P R I T A X C Ă Ț
9377,3,MICROCOCI,I R O
9378,10,CVADRIFOLIATĂ,C A D R N I F O L T
9379,15,BUTONUL,A C R F L S H M U T E D I G B
9380,6,HARD,B C Â F H A
9381,13,HELIOTERMI,A C D G R I M U L S H X E
9382,7,SANCTIFICA,A T I C E R N
9383,7,SATANICEASCĂ,L T N I C E Ă
9384,12,PROGENITURII,C F R U A O M L P E N T
9385,8,BRODIT,A B C H O M D T
9386,12,DISTONII,B C D F M X P S R O V N
9387,8,PRIVEGHETOR,P R I E G A T O
9388,6,ANESTEZIERI,A N S Z I R
9389,11,MELIVORI,A D G L C B U O I M E
9390,4,FOR,B I N R
9391,20,FRANZELE,A B D I S T V H Ă O E C Â N P U F M G Z
9392,5,CONTRACCII,O N T A I
9393,8,PĂTRAR,C G V Â F T A P
9394,9,INDECIDABILITATE,N A D M E X C B L
9395,9,JONCȚIUNI,A R O N T U Ă Ț I
9396,3,IRMILICI,M L C
9397,12,MILIARĂ,A C O D H R I T Ț E N Ă
9398,9,CREDITEZ,A S B C R I O D T
9399,6,CRUȚAT,A C Ă Â R U
9400,17,SUPLEEZE,C A E R L I T D J O N Â F Ă S M Z
9401,16,TRUCHEAZĂ,A L B Â I O R E T Z N M S D U Ă
9402,8,INTELECTUALIZATĂ,I N T L C A Z Ă
9403,16,APETIT,C L U R I T F G S O X Z M Ț N P
9404,16,SALPETRULUI,A B C F L N O R E D M S T Ț G P
9405,9,BOANTĂ,B O S M E L C T Ă
9406,8,IZOMETRIA,A B I M U O E R
9407,7,CICLOANE,I A M E Z O N
9408,6,EMINESCIAN,B I N S C A
9409,5,ALUVIUL,A T F V I
9410,16,HĂRĂZIRII,A C U D F H Â O S T G Z B E L Ă
9411,8,HALUCE,B E S C U R I L
9412,9,ZÂRGHIT,M B I R E A G H T
9413,10,VICONTESĂ,A C I N R E H O T S
9414,14,ÂCHIOAPELE,A C E S R T L V N M Z Â O P
9415,4,REIMPRI-MARE,R E P A
9416,16,TUPEULUI,A B E C O F L M N Z P Ă Â S R U
9417,12,SOLUȚIONEZE,C A L Ț N Ă P S U R Z E
9418,9,PĂIENJENI,A S I T R D P Ă J
9419,10,CRANIOMETRUL,A L M E T U P C R O
9420,8,OTOSCLEROZEI,L G T S C E Z I
9421,11,ZAHARIFIC,A E N T R H P M O F Z
9422,8,ADMINISTREZI,A D M I N S T Z
9423,16,ULTRAMODERNIST,B C E X G M U R P S O L Ț T N I
9424,11,RUBINII,A X B L F J M Z P R N
9425,12,TREFILĂRII,A C H E M R F O U S I L
9426,10,DETERMINATOR,B N F D S T R M I O
9427,8,ZOOTEHNIA,C R Z T E H I A
9428,9,CLIMATOTERAPIC,A P F C L M T O R
9429,13,FUNCICI,A C H E B O L R Â G T U N
9430,12,STRĂJERIEI,D M N S C T E Ț P Â R Ă
9431,12,HOJMALĂII,A C S O L T P F H J U I
9432,2,ALGOLOG,L O
